tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
292285895971831809	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291812967224332288	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
291809968280174592	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291787251921330176	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291774941660061698	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Craving (Possibly related to stress relief)
291755777864105985	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291726723937099777	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
291696084529590272	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291677315015008256	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291672051192840193	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291613683245797376	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291610776593104899	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291598051058012160	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291597023461900288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291596423680634881	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291595878416916480	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291590396457385985	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291564517601726464	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
291540442309357569	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291474906321915905	false	Yes	No		Neither positive nor negative (neutral)	
291449212015632384	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291433202340483072	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291422246835204096	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	Disgust (Drug users or usage as repulsive)
291412708987895809	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291410049761423362	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291352063517020160	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
291342915731587072	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291342525699084288	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291308589560262658	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291305016021614592	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291290969276555264	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291288352030859265	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291282144494489600	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Craving (Possibly related to stress relief)
291275429380235264	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291275425185931264	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291266386485977088	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291158592873189376	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291096202601193472	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291059011711823872	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291055584936071170	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291050623095414784	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
291030763045015553	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291029106303320065	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291023053943631874	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291009003029413888	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
291007019094261761	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
290997082821640192	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
290992792036061185	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
290976677520080898	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
290676315022061568	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
290668601705369601	false	Yes	No		Neither positive nor negative (neutral)	
290667737645215744	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
290636854993223681	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290632933344153601	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290625194828107778	false	Yes	Yes	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
290569871958351872	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
290569041502941184	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
